project,country,site,sample_date,latitude,longitude,hard_coral_cover
2001-2020_HSykes Data,Fiji,AA,2004-04-21,-17.97855,179.2251,27.5
2001-2020_HSykes Data,Fiji,AA,2002-02-21,-17.97855,179.2251,6.67
2001-2020_HSykes Data,Fiji,AA,2008-11-25,-17.97855,179.2251,31.67
2001-2020_HSykes Data,Fiji,AA,2011-04-19,-17.97855,179.2251,39.17
2001-2020_HSykes Data,Fiji,AA,2001-04-05,-17.97855,179.2251,14.17
2001-2020_HSykes Data,Fiji,AA,2007-10-31,-17.97855,179.2251,25.83
2001-2020_HSykes Data,Fiji,AA,2006-05-16,-17.97855,179.2251,18.33
2001-2020_HSykes Data,Fiji,E6,2006-06-22,-17.32933,178.5923,37.5
2001-2020_HSykes Data,Fiji,E6,2001-02-11,-17.32933,178.5923,27.5
2001-2020_HSykes Data,Fiji,E6,2008-11-30,-17.32933,178.5923,51.67
2001-2020_HSykes Data,Fiji,E6,2004-04-22,-17.32933,178.5923,41.67
2001-2020_HSykes Data,Fiji,E6,2011-04-22,-17.32933,178.5923,57.5
2001-2020_HSykes Data,Fiji,E6,2007-11-02,-17.32933,178.5923,52.5
2001-2020_HSykes Data,Fiji,E6,2002-02-17,-17.32933,178.5923,27.5
2001-2020_HSykes Data,Fiji,Fish patch,2007-01-08,-18.15967,178.3997,54.38
2001-2020_HSykes Data,Fiji,Fish patch,2008-08-20,-18.15967,178.3997,25.31
2001-2020_HSykes Data,Fiji,Fish patch,2004-06-22,-18.15967,178.3997,47.5
2001-2020_HSykes Data,Fiji,Fish patch,2013-05-11,-18.15967,178.3997,29.38
2001-2020_HSykes Data,Fiji,Fish patch,2002-02-08,-18.15967,178.3997,28.75
2001-2020_HSykes Data,Fiji,GWW,2002-01-07,-16.79817,179.9068333,5
2001-2020_HSykes Data,Fiji,GWW,2006-02-04,-16.79817,179.9068333,37.5
2001-2020_HSykes Data,Fiji,GWW,2007-02-17,-16.79817,179.9068333,40
2001-2020_HSykes Data,Fiji,GWW,2010-02-21,-16.79817,179.9068333,56.88
2001-2020_HSykes Data,Fiji,GWW,2011-02-26,-16.79817,179.9068333,47.5
2001-2020_HSykes Data,Fiji,GWW,2009-02-01,-16.79817,179.9068333,47.5
2001-2020_HSykes Data,Fiji,GWW,2014-02-22,-16.79817,179.9068333,40.63
2001-2020_HSykes Data,Fiji,GWW,2004-01-24,-16.79817,179.9068333,12.5
2001-2020_HSykes Data,Fiji,GWW,2012-03-04,-16.79817,179.9068333,60
2001-2020_HSykes Data,Fiji,GWW,2008-02-24,-16.79817,179.9068333,41.25
2001-2020_HSykes Data,Fiji,GWW,2013-02-18,-16.79817,179.9068333,58.75
2001-2020_HSykes Data,Fiji,GWW,2003-09-08,-16.79817,179.9068333,23.13
2001-2020_HSykes Data,Fiji,WR,2010-06-26,-16.95368,177.32,34.38
2001-2020_HSykes Data,Fiji,WR,2011-06-07,-16.95368,177.32,46.25
2001-2020_HSykes Data,Fiji,WR,2007-11-27,-16.95368,177.32,48.75
2001-2020_HSykes Data,Fiji,WR,2006-09-10,-16.95368,177.32,35
2001-2020_HSykes Data,Fiji,WR,2009-06-10,-16.95368,177.32,39.38
2009-2011_Kubulau,Fiji,C13,2011-03-29,-17.0476,178.9761,39.83
2009-2011_Kubulau,Fiji,C13,2009-04-16,-17.0476,178.9761,44.7
2009-2011_Kubulau,Fiji,C13,2010-05-08,-17.0476,178.9761,52.33
2009-2011_Kubulau,Fiji,C3,2010-05-08,-17.063367,179.020033,58.6
2009-2011_Kubulau,Fiji,C3,2009-04-07,-17.063367,179.020033,60.8
2009-2011_Kubulau,Fiji,C5,2010-05-08,-17.060783,179.0013,59.2
2009-2011_Kubulau,Fiji,C5,2009-04-07,-17.060783,179.0013,48.7
2009-2011_Kubulau,Fiji,C5,2011-03-29,-17.060783,179.0013,38.17
2009-2011_Kubulau,Fiji,KB01,2009-04-14,-16.94233,178.99554,37
2009-2011_Kubulau,Fiji,KB02,2009-05-02,-16.94825,179.00986,49.4
2009-2011_Kubulau,Fiji,KB02,2009-04-17,-16.94825,179.00986,56
2009-2011_Kubulau,Fiji,KB03,2010-05-10,-17.1556,179.1268,67
2009-2011_Kubulau,Fiji,KB03,2009-04-17,-17.1556,179.1268,49.6
2009-2011_Kubulau,Fiji,KB04,2010-04-29,-17.10321,179.1319,56.5
2009-2011_Kubulau,Fiji,KB04,2009-04-20,-17.10321,179.1319,49.5
2009-2011_Kubulau,Fiji,KB04,2011-03-31,-17.10321,179.1319,43.17
2009-2011_Kubulau,Fiji,KB05,2010-04-29,-17.10741,179.1381,44.8
2009-2011_Kubulau,Fiji,KB05,2011-03-31,-17.10741,179.1381,29.17
2009-2011_Kubulau,Fiji,KB05,2009-04-20,-17.10741,179.1381,48.2
2009-2011_Kubulau,Fiji,KB06,2009-04-21,-17.0712,179.0342,55.6
2009-2011_Kubulau,Fiji,KB06,2010-05-01,-17.0712,179.0342,64.6
2009-2011_Kubulau,Fiji,KB06,2011-03-29,-17.0712,179.0342,39.83
2009-2011_Kubulau,Fiji,KB07,2010-05-01,-17.08317,179.04076,61.2
2009-2011_Kubulau,Fiji,KB07,2009-04-21,-17.08317,179.04076,55.2
2009-2011_Kubulau,Fiji,KB07,2011-03-29,-17.08317,179.04076,40.67
2009-2011_Kubulau,Fiji,KB09,2009-04-24,-16.96729,178.99922,29
2009-2011_Kubulau,Fiji,KB09,2010-05-13,-16.96729,178.99922,28
2009-2011_Kubulau,Fiji,KB09,2009-04-23,-16.96729,178.99922,43.11
2009-2011_Kubulau,Fiji,KB10,2010-04-28,-16.9428,179.0636,47.6
2009-2011_Kubulau,Fiji,KB10,2009-04-24,-16.9428,179.0636,43.2
2009-2011_Kubulau,Fiji,KB11,2009-04-24,-16.9383,179.0698,62.3
2009-2011_Kubulau,Fiji,KB11,2010-05-14,-16.9383,179.0698,33.4
2009-2011_Kubulau,Fiji,KB12,2009-04-27,-16.8526,179.1052,38.89
2009-2011_Kubulau,Fiji,KB12,2010-05-11,-16.8526,179.1052,11.4
2009-2011_Kubulau,Fiji,KB12,2009-04-24,-16.8526,179.1052,43
2009-2011_Kubulau,Fiji,KB13,2010-05-14,-16.91,179.1059,43.8
2009-2011_Kubulau,Fiji,KB13,2009-04-30,-16.91,179.1059,52.6
2009-2011_Kubulau,Fiji,KB14,2010-05-12,-16.889,179.1018,17
2009-2011_Kubulau,Fiji,KB14,2009-05-01,-16.889,179.1018,50.8
2009-2011_Kubulau,Fiji,KB15,2009-05-01,-16.93207,179.08084,52.9
2009-2011_Kubulau,Fiji,KB17,2010-05-13,-16.95352,179.00135,35
2009-2011_Kubulau,Fiji,KB17,2009-05-05,-16.95352,179.00135,39.1
2009-2011_Kubulau,Fiji,KR7,2010-05-04,-16.9439,178.97691,71.67
2009-2011_Kubulau,Fiji,KR9,2010-05-11,-16.8366,179.0974,33.6
2009-2011_Kubulau,Fiji,MAP01,2010-05-06,-16.937449,179.028741,7
2009-2011_Kubulau,Fiji,MAP02,2010-05-06,-16.9191,179.0367,56.67
2009-2011_Kubulau,Fiji,MAP06,2010-05-07,-16.8369,179.0801,58.67
2009-2011_Kubulau,Fiji,MAP07,2010-05-04,-16.9599,178.9698,68.67
2009-2011_Kubulau,Fiji,MAP08,2010-05-04,-16.9926,178.976039,68.67
2009-2011_Kubulau,Fiji,MAP09,2010-05-04,-16.9592,178.9781,30.33
2009-2011_Kubulau,Fiji,MAP10,2010-05-04,-16.9774,178.9824,28.67
2009-2011_Kubulau,Fiji,MAP11,2010-05-04,-16.9754,178.9722,61
2009-2011_Kubulau,Fiji,MAP12,2010-05-06,-16.9413,179.0036,59
2009-2011_Kubulau,Fiji,MAP13,2010-05-03,-16.8877,179.0934,42.67
2009-2011_Kubulau,Fiji,MAP14,2010-05-03,-16.902,179.0919,44
2009-2011_Kubulau,Fiji,MAP15,2010-05-03,-16.1596,179.0788,46.67
2009-2011_Kubulau,Fiji,MAP16A,2010-05-03,-16.9205,179.0766,32
2009-2011_Kubulau,Fiji,MAP17,2010-05-03,-16.9141,179.0666,59
2009-2011_Kubulau,Fiji,MAP19,2010-05-06,-16.912,179.0537,55
2009-2011_Kubulau,Fiji,MAP20A,2010-05-07,-16.8417,179.0912,54
2009-2011_Kubulau,Fiji,MAP21,2010-05-07,-16.8541,179.0932,32.33
2009-2011_Kubulau,Fiji,MAP26,2010-05-10,-17.1129,179.0932,59.67
2009-2011_Kubulau,Fiji,MAP28,2010-05-07,-16.8656,179.0415,12.67
2009-2011_Kubulau,Fiji,MAP30A,2010-05-10,-17.0922,179.1206,55.33
2009-2011_Kubulau,Fiji,MAP31A,2010-05-10,-17.0728,179.1106,61.67
2009-2011_Kubulau,Fiji,MAP32,2010-05-10,-17.0463,179.0574,36.33
2009-2011_Kubulau,Fiji,MO1,2009-04-17,-17.0485,178.9554,34.2
2009-2011_Kubulau,Fiji,MO1,2009-04-18,-17.0485,178.9554,54.6
2009-2011_Kubulau,Fiji,MO1,2010-05-08,-17.0485,178.9554,50
2009-2011_Kubulau,Fiji,MO4,2009-04-22,-16.975417,178.99725,42.1
2009-2011_Kubulau,Fiji,N19,2011-03-31,-17.1457,179.098733,40.67
2009-2011_Kubulau,Fiji,N19,2009-04-08,-17.1457,179.098733,51.2
2009-2011_Kubulau,Fiji,N19,2010-04-30,-17.1457,179.098733,43.4
2009-2011_Kubulau,Fiji,N20,2011-03-31,-17.140016,179.09155,30.17
2009-2011_Kubulau,Fiji,N20,2010-04-30,-17.140016,179.09155,56.8
2009-2011_Kubulau,Fiji,N20,2009-04-08,-17.140016,179.09155,59.6
2009-2011_Kubulau,Fiji,NKC,2010-05-07,-16.8447,179.0695,56.67
2009-2011_Kubulau,Fiji,NKT,2010-05-07,-16.8458,179.0594,33
2009-2011_Kubulau,Fiji,NOB1,2010-05-11,-16.8597,179.1038,25
2009-2011_Kubulau,Fiji,NOB1,2009-04-27,-16.8597,179.1038,55.4
2009-2011_Kubulau,Fiji,NOB2,2009-04-30,-16.8978,179.105,46.4
2009-2011_Kubulau,Fiji,NOB2,2010-05-12,-16.8978,179.105,45.2
2009-2011_Kubulau,Fiji,NOB2,2009-04-29,-16.8978,179.105,49.2
2009-2011_Kubulau,Fiji,NOB3,2010-05-13,-16.9395,179.0686,40
2009-2011_Kubulau,Fiji,NOB3,2009-04-09,-16.9395,179.0686,51.7
2009-2011_Kubulau,Fiji,NP1,2009-04-11,-16.94588,179.01736,41.29
2009-2011_Kubulau,Fiji,NP1,2009-04-13,-16.94588,179.01736,43
2009-2011_Kubulau,Fiji,NP1,2010-05-13,-16.94588,179.01736,21
2009-2011_Kubulau,Fiji,NP2,2010-05-13,-16.9461,179.0007,57
2009-2011_Kubulau,Fiji,NP2,2009-04-14,-16.9461,179.0007,38.56
2009-2011_Kubulau,Fiji,PT2,2009-04-09,-16.8447,179.0556,54.4
2009-2011_Kubulau,Fiji,PT2,2010-04-28,-16.8447,179.0556,36.2
2009-2011_Kubulau,Fiji,RF13,2009-04-29,-16.9187,179.1032,47
2009-2011_Kubulau,Fiji,RF13,2010-05-14,-16.9187,179.1032,27.6
2009-2011_Kubulau,Fiji,RF18,2009-04-15,-16.9932,179.0162,35.2
2009-2011_Kubulau,Fiji,RF18,2009-04-22,-16.9932,179.0162,35.5
2009-2011_Kubulau,Fiji,RF8,2010-05-12,-16.871,179.0873,30.2
2009-2011_Kubulau,Fiji,RF8,2009-04-28,-16.871,179.0873,46.5
2009_Macuata,Fiji,K_D1,2009-09-30,-16.1805119,179.0488339,56.2
2009_Macuata,Fiji,K_D2,2009-10-01,-16.20976,179.03596,40.1
2009_Macuata,Fiji,K_D2D3,2009-09-29,-16.23057,179.03047,41.7
2009_Macuata,Fiji,K_D3,2009-09-29,-16.2404619,179.0341539,44.1
2009_Macuata,Fiji,K_E10,2009-10-02,-16.2900919,179.0373739,45.5
2009_Macuata,Fiji,K_E9,2009-10-02,-16.2805319,179.0395239,34.7
2011_Southern Bua,Fiji,C13,2011-03-29,-17.0476,178.9761,39.83
2011_Southern Bua,Fiji,C3,2011-03-29,-17.063367,179.020033,45.83
2011_Southern Bua,Fiji,C5,2011-03-29,-17.060783,179.0013,38.17
2011_Southern Bua,Fiji,KB001,2011-03-29,-17.09066817,179.1193487,32
2011_Southern Bua,Fiji,KB04,2011-03-31,-17.10321,179.1319,43.17
2011_Southern Bua,Fiji,KB05,2011-03-31,-17.10741,179.1381,29.17
2011_Southern Bua,Fiji,KB06,2011-03-29,-17.0712,179.0342,39.83
2011_Southern Bua,Fiji,KB07,2011-03-29,-17.08317,179.04076,40.67
2011_Southern Bua,Fiji,N19,2011-03-31,-17.1457,179.098733,40.67
2011_Southern Bua,Fiji,N20,2011-03-31,-17.140016,179.09155,30.17
2011_Southern Bua,Fiji,NAD004,2011-03-24,-17.03807619,178.9373656,34
2011_Southern Bua,Fiji,NAD005,2011-03-24,-17.0347327,178.9203162,24.33
2011_Southern Bua,Fiji,NAD006,2011-03-24,-17.03120279,178.9222169,33.33
2011_Southern Bua,Fiji,NAD007,2011-03-22,-16.96630678,178.7929679,0.33
2011_Southern Bua,Fiji,NAD008,2011-03-23,-16.96331994,178.8011139,1
2011_Southern Bua,Fiji,NAD009,2011-03-23,-16.95775539,178.8108583,39
2011_Southern Bua,Fiji,NAD012,2011-03-23,-16.94132589,178.8217503,70
2011_Southern Bua,Fiji,NAD016,2011-03-25,-16.92557707,178.8198496,32.67
2011_Southern Bua,Fiji,NAD019,2011-03-25,-16.91987491,178.8326115,23.33
2011_Southern Bua,Fiji,NAD020,2011-03-25,-16.92340482,178.8423867,67.33
2011_Southern Bua,Fiji,NAD021,2011-03-25,-16.91254356,178.8388568,35.33
2011_Southern Bua,Fiji,NAD103,2011-03-24,-17.047288000000002,178.911822,36
2011_Southern Bua,Fiji,NAD111,2011-03-23,-16.951638,178.816601,26
2011_Southern Bua,Fiji,NAD117,2011-03-25,-16.934046,178.830992,64
2011_Southern Bua,Fiji,SOL001A,2011-03-14,-17.094474,178.777817,41
2011_Southern Bua,Fiji,SOL002,2011-03-16,-17.09148276,178.7788483,9.33
2011_Southern Bua,Fiji,SOL003,2011-03-14,-17.08747731,178.7785938,55
2011_Southern Bua,Fiji,SOL004,2011-03-14,-17.0930191,178.785561,48
2011_Southern Bua,Fiji,SOL005,2011-03-16,-17.09121123,178.7883519,17.67
2011_Southern Bua,Fiji,SOL006,2011-03-14,-17.09089016,178.7910955,46.67
2011_Southern Bua,Fiji,SOL007,2011-03-15,-17.097643,178.797611,42.33
2011_Southern Bua,Fiji,SOL008,2011-03-15,-17.093721,178.797855,25.67
2011_Southern Bua,Fiji,SOL009,2011-03-15,-17.09107596,178.7989416,33
2011_Southern Bua,Fiji,SOL010,2011-03-15,-17.10324043,178.8043404,41
2011_Southern Bua,Fiji,SOL012,2011-03-15,-17.09637033,178.8054584,55.67
2011_Southern Bua,Fiji,SOL013,2011-03-16,-17.09066817,178.8079022,43.67
2011_Southern Bua,Fiji,SOL014,2011-03-16,-17.08766966,178.8036246,64.33
2011_Southern Bua,Fiji,SOL015,2011-03-16,-17.08578061,178.8119751,39.67
2011_Southern Bua,Fiji,SOL016,2011-03-16,-17.08183199,178.8094918,39.67
2011_Southern Bua,Fiji,SOL017,2011-03-21,-17.08578061,178.819578,59.33
2011_Southern Bua,Fiji,SOL018,2011-03-17,-17.08257432,178.8184802,56
2011_Southern Bua,Fiji,SOL019,2011-03-19,-17.08876745,178.8269094,60.67
2011_Southern Bua,Fiji,SOL021,2011-03-19,-17.08116685,178.8238992,44.67
2011_Southern Bua,Fiji,SOL022,2011-03-19,-17.08821234,178.8455915,22.33
2011_Southern Bua,Fiji,SOL023,2011-03-17,-17.08469448,178.8388568,20
2011_Southern Bua,Fiji,SOL024,2011-03-19,-17.08306529,178.8453735,36.67
2011_Southern Bua,Fiji,SOL025,2011-03-19,-17.08523754,178.8559632,29.33
2011_Southern Bua,Fiji,SOL027,2011-03-21,-17.06867413,178.8651953,43
2011_Southern Bua,Fiji,SOL028,2011-03-21,-17.06487269,178.8730697,17.67
2011_Southern Bua,Fiji,SOL030,2011-03-21,-17.05699827,178.8836594,26.67
2011_Southern Bua,Fiji,SOL031,2011-03-14,-17.01453925,178.7704546,49
2011_Southern Bua,Fiji,SOL034,2011-03-22,-17.01898388,178.8396713,44
2011_Southern Bua,Fiji,SOL035,2011-03-22,-17.01681162,178.8377706,84.33
2011_Southern Bua,Fiji,SOL111,2011-03-15,-17.09916913,178.8058997,26
2011_Southern Bua,Fiji,SOL120,2011-03-19,-17.081489,178.823896,40
2011_Southern Bua,Fiji,SOL132,2011-03-14,-16.99997668,178.7929679,0.33
2011_Southern Bua,Fiji,WAL001,2011-04-09,-16.82239513,179.0647709,1
2011_Southern Bua,Fiji,WAL002,2011-04-09,-16.8264681,179.0824204,18
2011_Southern Bua,Fiji,WAL003,2011-04-08,-16.8308126,179.091381,14
2011_Southern Bua,Fiji,WAL004,2011-04-06,-16.84357458,179.1163619,32
2011_Southern Bua,Fiji,WAL007,2011-04-08,-16.83297175,179.1202915,43
2011_Southern Bua,Fiji,WAL008,2011-04-08,-16.83649677,179.1349619,30
2011_Southern Bua,Fiji,WAL009,2011-04-08,-16.82454117,179.1350975,28
2011_Southern Bua,Fiji,WAL010,2011-04-08,-16.82145165,179.1188595,55.33
2011_Southern Bua,Fiji,WAL013,2011-04-07,-16.82945495,179.1541047,51.33
2011_Southern Bua,Fiji,WAL014,2011-04-07,-16.8264681,179.1516609,10.67
2011_Southern Bua,Fiji,WAL015,2011-04-08,-16.81289153,179.1413428,28.33
2011_Southern Bua,Fiji,WAL016,2011-04-07,-16.82701116,179.1663236,12.67
2011_Southern Bua,Fiji,WAL017,2011-04-07,-16.82673963,179.1760988,10
2011_Southern Bua,Fiji,WAL018,2011-04-07,-16.82518009,179.1999935,26.67
2011_Southern Bua,Fiji,WAL019,2011-04-07,-16.8160516,179.1593566,11.33
2011_Southern Bua,Fiji,WAL020,2011-04-06,-16.79924293,179.1493956,16
2011_Southern Bua,Fiji,WAL021,2011-04-06,-16.79469892,179.1470449,8.67
2011_Southern Bua,Fiji,WAL022,2011-04-06,-16.78872577,179.1525273,0.67
2011_Southern Bua,Fiji,WAL023,2011-04-09,-16.79144055,179.1288523,21.67
2011_Southern Bua,Fiji,WAL026,2011-04-12,-16.76455894,179.130753,7.67
2011_Southern Bua,Fiji,WAL027,2011-04-13,-16.76401587,179.1386274,19.33
2011_Southern Bua,Fiji,WAL028,2011-04-13,-16.77053263,179.1462303,10.33
2011_Southern Bua,Fiji,WAL029,2011-04-13,-16.76890344,179.1565485,30.67
2011_Southern Bua,Fiji,WAL030,2011-04-13,-16.7599429,179.1432435,7.33
2011_Southern Bua,Fiji,WAL031,2011-04-13,-16.75652101,179.1505874,17.33
2011_Southern Bua,Fiji,WAL032,2011-04-13,-16.75315462,179.1573631,17
2011_Southern Bua,Fiji,WAL034,2011-04-05,-16.74690939,179.1619791,57
2011_Southern Bua,Fiji,WAL035,2011-04-05,-16.75016777,179.1883177,2.33
2011_Southern Bua,Fiji,WAL036,2011-04-05,-16.75107066,179.1817143,12.67
2011_Southern Bua,Fiji,WAL037,2011-04-05,-16.74745246,179.1766418,28.33
2011_Southern Bua,Fiji,WAL038,2011-04-05,-16.74283642,179.1676813,13.67
2011_Southern Bua,Fiji,WAL039,2011-04-05,-16.74012111,179.177728,0.67
2011_Southern Bua,Fiji,WAL041,2011-04-12,-16.717584,179.1866885,1
2011_Southern Bua,Fiji,WAL042,2011-04-11,-16.70998112,179.1961921,6.33
2011_Southern Bua,Fiji,WAL043,2011-04-11,-16.70482202,179.204338,18.67
2011_Southern Bua,Fiji,WAL045,2011-04-11,-16.70279199,179.2181861,20
2011_Southern Bua,Fiji,WAL046,2011-04-11,-16.70524824,179.229569,31
2011_Southern Bua,Fiji,WAL047,2011-04-11,-16.70237824,179.2409948,20
2011_Southern Bua,Fiji,WAL049,2011-04-12,-16.786569,179.129152,37
2011_Southern Bua,Fiji,WAL105,2011-04-06,-16.837303,179.116745,37.33
2011_Southern Bua,Fiji,WAL106,2011-04-06,-16.840114,179.11005,9.33
2011_Southern Bua,Fiji,WAL111,2011-04-09,-16.806726,179.092997,17.67
2011_Southern Bua,Fiji,WAL133,2011-04-12,-16.761814,179.175588,48
2011_Southern Bua,Fiji,WAL144,2011-04-11,-16.704657,179.212374,19.33
2011_Southern Bua,Fiji,WAN001,2011-03-30,-16.91580194,178.849718,63.33
2011_Southern Bua,Fiji,WAN002,2011-03-30,-16.91037131,178.8459166,92.33
2011_Southern Bua,Fiji,WAN003,2011-03-30,-16.9060422,178.8565151,69
2011_Southern Bua,Fiji,WAN006,2011-03-30,-16.89109258,178.8611223,36.67
2011_Southern Bua,Fiji,WAN007,2011-04-01,-16.933791,178.910609,23.33
2011_Southern Bua,Fiji,WAN008,2011-04-01,-16.93290842,178.9004944,41
2011_Southern Bua,Fiji,WAN009,2011-04-01,-16.92458971,178.9021558,32.33
2011_Southern Bua,Fiji,WAN010,2011-03-28,-16.88403276,178.8684537,52.33
2011_Southern Bua,Fiji,WAN011,2011-03-28,-16.88403276,178.8861032,78.67
2011_Southern Bua,Fiji,WAN012,2011-03-28,-16.88701961,178.8901762,18
2011_Southern Bua,Fiji,WAN013,2011-03-28,-16.87642988,178.8863748,12.67
2011_Southern Bua,Fiji,WAN016,2011-04-01,-16.90141077,178.8996798,76
2011_Southern Bua,Fiji,WAN017,2011-04-01,-16.89760933,178.899512,10.67
2011_Southern Bua,Fiji,WAN022,2011-04-02,-16.901006,178.937061,56.67
2011_Southern Bua,Fiji,WAN023,2011-04-02,-16.90385455,178.936065,43.67
2011_Southern Bua,Fiji,WAN024,2011-04-01,-16.90982825,178.9338928,67
2011_Southern Bua,Fiji,WAN025,2011-04-02,-16.9120005,178.9433964,48.33
2011_Southern Bua,Fiji,WAN026,2011-04-02,-16.91227203,178.9512708,49
2011_Southern Bua,Fiji,WAN027,2011-04-02,-16.91906031,178.9542576,59
2011_Southern Bua,Fiji,WAN028,2011-04-02,-16.93643832,178.9634897,73.33
2011_Southern Bua,Fiji,WAN104,2011-03-30,-16.900938,178.853935,27.33
2011_Southern Bua,Fiji,WAN118,2011-03-28,-16.886173,178.899999,28
2011_Southern Bua,Fiji,WAN119,2011-03-28,-16.89274,178.909496,19
2011_Totoya,Fiji,TY01,2011-06-01,-18.99895,-179.8482333,35.67
2011_Totoya,Fiji,TY02,2011-06-01,-18.99918333,-179.84985,53.33
2011_Totoya,Fiji,TY04,2011-06-02,-19.00278333,-179.8485667,57.83
2011_Totoya,Fiji,TY06,2011-06-02,-18.99221667,-179.8502833,45.5
2011_Totoya,Fiji,TY08,2011-06-03,-19.00211667,-179.8363333,52.67
2011_Totoya,Fiji,TY10,2011-06-03,-19.00768333,-179.8595667,53.17
2011_Totoya,Fiji,TY13,2011-06-04,-18.99095,-179.8567167,63.67
2011_Totoya,Fiji,TY15,2011-06-04,-18.99406667,-179.85595,39
2011_Totoya,Fiji,TY15,2011-06-06,-18.99406667,-179.85595,47.5
2012_Western Bua,Fiji,BUA01A,2012-11-29,-16.8277,178.351275,26.67
2012_Western Bua,Fiji,BUA01B,2012-11-29,-16.821882,178.358538,35.67
2012_Western Bua,Fiji,BUA02A,2012-11-29,-16.811301,178.173314,35
2012_Western Bua,Fiji,BUA03A,2012-11-30,-16.889472,178.479504,47
2012_Western Bua,Fiji,BUA04,2012-11-30,-16.896101,178.47759,21.67
2012_Western Bua,Fiji,BUA05,2012-11-19,-16.946311,178.450133,20.67
2012_Western Bua,Fiji,BUA06A,2012-11-20,-16.954782,178.476185,29
2012_Western Bua,Fiji,BUA07A,2012-11-22,-16.83297,178.557182,48.67
2012_Western Bua,Fiji,BUA08A,2012-11-22,-16.8494,178.543537,46
2012_Western Bua,Fiji,BUA09A,2012-11-26,-16.803491,178.324957,26.33
2012_Western Bua,Fiji,BUA10A,2012-11-26,-16.837014,178.273199,60.33
2012_Western Bua,Fiji,BUA10B,2012-11-26,-16.829014,178.275178,57.67
2012_Western Bua,Fiji,BUA12A,2012-12-07,-16.677986,178.483719,48.67
2012_Western Bua,Fiji,BUA17A,2012-11-30,-16.775919,178.407411,32
2012_Western Bua,Fiji,BUA19,2012-11-22,-16.826757,178.569836,40.67
2012_Western Bua,Fiji,BUA20A,2012-11-22,-16.856581,178.555602,39
2012_Western Bua,Fiji,BUA22A,2012-11-29,-16.81341,178.167516,16.67
2012_Western Bua,Fiji,BUA24A,2012-11-22,-16.838822,178.523042,31.67
2012_Western Bua,Fiji,BUA25,2012-11-23,-16.84262,178.539783,57.33
2012_Western Bua,Fiji,BUA25A,2012-12-07,-16.688053,178.476461,37.33
2012_Western Bua,Fiji,Bua29,2012-12-07,-16.71312,178.502376,55
2012_Western Bua,Fiji,BUA31A,2012-11-30,-16.767019,178.420775,17
2012_Western Bua,Fiji,BUA39,2012-11-26,-16.794912,178.268345,56.67
2012_Western Bua,Fiji,BUA40,2012-11-28,-16.838237,178.30382,32.33
2012_Western Bua,Fiji,BUA41,2012-11-28,-16.837973,178.289428,38.67
2012_Western Bua,Fiji,BUA42,2012-11-28,-16.798135,178.307337,58
2012_Western Bua,Fiji,BUA43,2012-11-28,-16.796831,178.291324,46.67
2012_Western Bua,Fiji,BUA44,2012-11-28,-16.846508,178.324181,39.67
2012_Western Bua,Fiji,BUA46,2012-11-29,-16.833632,178.21648,78.67
2012_Western Bua,Fiji,BUA47,2012-11-30,-16.827814,178.376654,44.67
2012_Western Bua,Fiji,DAM01A,2012-11-20,-16.852215,178.510498,42
2012_Western Bua,Fiji,DAM02A,2012-11-20,-16.858351,178.528919,58.33
2012_Western Bua,Fiji,DAM05,2012-11-20,-16.886121,178.553044,1
2012_Western Bua,Fiji,DAM06A,2012-11-19,-16.9179,178.511939,15
2012_Western Bua,Fiji,DAM07,2012-11-21,-16.909849,178.594869,49.33
2012_Western Bua,Fiji,DAM08A,2012-11-21,-16.8902,178.60393,41
2012_Western Bua,Fiji,DAM10A,2012-11-21,-16.92092,178.604294,27
2012_Western Bua,Fiji,DAM13A,2012-11-20,-16.952751,178.487678,58.67
2012_Western Bua,Fiji,DAM14,2012-11-19,-16.933671,178.56121,43.33
2012_Western Bua,Fiji,DAM15A,2012-11-21,-16.933946,178.62169,23.33
2012_Western Bua,Fiji,DAM16A,2012-11-21,-16.91069,178.604418,77.33
2012_Western Bua,Fiji,DAM17A,2012-11-20,-16.870412,178.566264,35
2012_Western Bua,Fiji,DAM18,2012-11-19,-16.943229,178.487088,33.67
2012_Western Bua,Fiji,DAM19,2012-11-19,-16.935588,178.507157,54.67
2012_Western Bua,Fiji,DAM20,2012-11-21,-16.888132,178.619,34.33
2012_Western Bua,Fiji,DAM22,2012-11-19,-16.938472,178.569678,44
2012_Western Bua,Fiji,DAM24,2012-11-23,-16.902319,178.568761,38.67
2012_Western Bua,Fiji,LKN01,2012-12-05,-16.519228,178.6986,62.33
2012_Western Bua,Fiji,LKN02A,2012-12-03,-16.483683,178.776548,64.67
2012_Western Bua,Fiji,LKN05A,2012-12-04,-16.572249,178.684113,24.33
2012_Western Bua,Fiji,LKN06A,2012-12-04,-16.571406,178.695908,50.33
2012_Western Bua,Fiji,LKN07A,2012-12-04,-16.588698,178.692922,54.33
2012_Western Bua,Fiji,LKN08A,2012-12-04,-16.584868,178.695599,64.33
2012_Western Bua,Fiji,LKN11A,2012-12-10,-16.602339,178.618038,90.67
2012_Western Bua,Fiji,LKN13A,2012-12-07,-16.637449,178.496722,55.67
2012_Western Bua,Fiji,LKN14,2012-12-10,-16.619766,178.538709,42
2012_Western Bua,Fiji,LKN15,2012-12-05,-16.505782,178.679571,34.33
